C=0.125000, gamma=0.062500: accuracy=0.825806
C=0.125000, gamma=0.125000: accuracy=0.828437
C=0.125000, gamma=0.250000: accuracy=0.830003
C=0.125000, gamma=0.500000: accuracy=0.830567
C=0.125000, gamma=1.000000: accuracy=0.830817
C=0.125000, gamma=2.000000: accuracy=0.832133
C=0.250000, gamma=0.062500: accuracy=0.828625
C=0.250000, gamma=0.125000: accuracy=0.830379
C=0.250000, gamma=0.250000: accuracy=0.831569
C=0.250000, gamma=0.500000: accuracy=0.833824
C=0.250000, gamma=1.000000: accuracy=0.834764
C=0.250000, gamma=2.000000: accuracy=0.834638
C=0.500000, gamma=0.062500: accuracy=0.828500
C=0.500000, gamma=0.125000: accuracy=0.831131
C=0.500000, gamma=0.250000: accuracy=0.832884
C=0.500000, gamma=0.500000: accuracy=0.835954
C=0.500000, gamma=1.000000: accuracy=0.836831
C=0.500000, gamma=2.000000: accuracy=0.836455
C=1.000000, gamma=0.062500: accuracy=0.829064
C=1.000000, gamma=0.125000: accuracy=0.832321
C=1.000000, gamma=0.250000: accuracy=0.835265
C=1.000000, gamma=0.500000: accuracy=0.837707
C=1.000000, gamma=1.000000: accuracy=0.838960
C=1.000000, gamma=2.000000: accuracy=0.837707
C=2.000000, gamma=0.062500: accuracy=0.829940
C=2.000000, gamma=0.125000: accuracy=0.833761
C=2.000000, gamma=0.250000: accuracy=0.836517
C=2.000000, gamma=0.500000: accuracy=0.838647
C=2.000000, gamma=1.000000: accuracy=0.839461
C=2.000000, gamma=2.000000: accuracy=0.837457
C=4.000000, gamma=0.062500: accuracy=0.831256
C=4.000000, gamma=0.125000: accuracy=0.834325
C=4.000000, gamma=0.250000: accuracy=0.838083
C=4.000000, gamma=0.500000: accuracy=0.839273
C=4.000000, gamma=1.000000: accuracy=0.841153
C=4.000000, gamma=2.000000: accuracy=0.838021
C=8.000000, gamma=0.062500: accuracy=0.833323
C=8.000000, gamma=0.125000: accuracy=0.835703
C=8.000000, gamma=0.250000: accuracy=0.838396
C=8.000000, gamma=0.500000: accuracy=0.841090
C=8.000000, gamma=1.000000: accuracy=0.841654
C=8.000000, gamma=2.000000: accuracy=0.838835
